0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.988,0.988,0.9872,0.9877,0.988,0.988,0.9878,0.9882,0.988,0.988,0.9872,0.9885,0.988,0.988,0.9885,0.988
0.9857,0.9857,0.9855,0.9857,0.9857,0.9857,0.9858,0.9878,0.9857,0.9857,0.9866,0.9862,0.9857,0.9857,0.988,0.9864
0.9847,0.9847,0.9829,0.9846,0.9847,0.9847,0.9845,0.9856,0.9847,0.9847,0.984,0.9848,0.9847,0.9847,0.9836,0.9851
0.9868,0.9868,0.9861,0.9861,0.9868,0.9868,0.9861,0.9869,0.9868,0.9868,0.9858,0.9862,0.9868,0.9868,0.9868,0.9858
